"","D01T03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20T21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35T39","D41T43","D45T47","D49T53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T82","D84","D85","D86T88","D90T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01T03",2677.9,36,25,2.2,1976.2,14.7,8.2,4.2,3,26.9,13.8,1.4,6.3,0.4,0.1,0.2,0.3,0.1,0.2,2.1,9.1,37.6,165.2,15.1,149.1,1.5,1.2,0.2,1.6,14.6,47.9,56.8,42.2,31,18.1,0,7652.9,0.7,301.3,325.7,1571.7,0,12.3,1053.9,0,16308.9
"DOM_05T06",55.7,4826.3,35.3,202.2,22.7,0.8,0.3,3.6,2894.2,113.8,9.5,37.3,90.1,1.1,0.1,0.5,0.9,1.1,1.9,4.8,1149.5,22.2,61.9,171.6,25.9,1.7,4.6,0.1,2.5,55.7,33.6,18.6,32.2,51,39.7,0,345.8,0,6.5,48.5,-10.3,0,0.3,41147.3,0,51511.2
"DOM_07T08",4.6,18.5,406.5,1.4,0.3,0,0,0.2,38.6,6.7,0.3,36.7,1779,4.4,0.1,0.5,0.6,0,0.2,1,15.2,64.2,3.8,5.9,0.7,0.1,0.3,0,0.4,11.3,2.8,3.7,1.5,1,1,0,88.8,0,4.2,106.5,35.5,0,0.2,5423,0,8069.7
"DOM_09",26.3,1927.6,105.7,85.6,1.7,0,0,0.3,1.2,0.5,1,1.3,1.4,0,0,0,0.2,0,0,0.6,10.9,42.9,1.8,3.7,0.3,0.2,0.3,0,0.4,1.2,6.7,4.6,3,1.1,0.5,0,5.3,0,48.8,3.5,0.1,0,0.3,2.7,0,2291.9
"DOM_10T12",326.5,9.7,2.4,0.6,253.3,0.8,0.1,0.7,2.4,5.5,0.7,1.3,7.2,0.4,0.1,0.2,0.3,0.1,0.3,1.4,3.8,13.3,83,14.6,134.8,1.5,2,0.2,1.7,6.8,15.6,29.1,22.2,35.8,26.2,0,5876.3,0.8,34.2,19.9,17.6,0,44.9,1065.9,0,8064.1
"DOM_13T15",5.8,6.8,3.2,0.4,1.7,30.2,0.2,0.9,0.3,2.4,4.2,1.9,0.8,0.2,0.1,0.1,0.2,0.7,0.6,3.5,1.1,11,16.4,4.9,3.4,0.5,0.2,0,0.8,1.1,5.1,8.1,4.6,9.2,5.3,0,164.2,0,3.1,10.5,20.7,0,10.6,98.8,0,443.8
"DOM_16",1.2,3.6,2.4,0.2,0.3,0,1.7,0.3,0.1,0.2,0.2,0.7,0.2,0.1,0,0,0.1,0.1,0.2,1.6,0.7,27.3,1.6,1,0.2,0.1,0.1,0,0.1,7.1,1.3,0.5,0.7,0.2,0.7,0,44.7,0,0.2,3.5,0.1,0,0.5,2.1,0,105.5
"DOM_17T18",4.8,8.5,5,0.3,13.4,0.5,0.3,29.2,0.8,3,2,4.3,1.8,0.3,0.2,0.2,0.4,0.2,0.2,1.9,4.6,7.4,47.7,14.8,4.4,26.8,7.4,0.8,13.2,14.4,54.4,34.7,55.4,17.3,21.3,0,67.9,0,5.9,2.7,2.7,0,3.2,31.9,0,516.2
"DOM_19",231.5,519.3,250,33.3,17.6,1.6,1,2.7,104,55.6,5,44.7,132.9,2,0.4,0.9,1.7,0.7,1.9,13,120.6,182,129.7,1366.6,12.6,3.5,8.2,0.7,12.7,59.3,82.3,91.6,47.7,44.4,28.1,0,384.5,0,18.8,2.4,15.9,0,13,3198.3,0,7242.7
"DOM_20T21",41,30.4,13.1,1.2,3.2,1.7,0.4,1.9,5.6,30,16.9,6.2,15.9,0.7,0.3,0.5,0.4,0.3,0.8,1.7,2.7,12.2,6.5,4.2,0.8,0.6,0.3,0,0.4,5.6,7,3,3.9,26.6,3.9,0,199.1,0,49.1,6.7,1.3,0,3.6,1109.9,0,1619.7
