"","D01T03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20T21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35T39","D41T43","D45T47","D49T53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T82","D84","D85","D86T88","D90T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01T03",1607.1,0.1,0.1,0.1,4291.2,34.3,13.6,1,1.1,18.2,2.8,0.7,0.3,1.7,0.3,0.2,1,0.1,0.3,9.6,82.8,26.4,12.2,9.8,218.2,4.9,0.2,0.4,1.3,1.5,52.3,25.7,16.8,31.2,25,0,2344.9,0.1,78.6,241.4,80,0,70,5641,0,14948.7
"DOM_05T06",2.2,40.1,0.2,7.9,13.9,0,0,0.3,2590.4,55.2,0,3.9,19.2,0,0,0,0.1,0,0.6,0.3,638.2,5.8,0.4,3.1,6.3,0.7,0.9,0.5,0.6,8.8,6.9,1.6,1.8,11.5,8.8,0,21.9,0,0,23.6,79.7,0,0.1,7505.6,0,11061.3
"DOM_07T08",4.2,0.3,5.3,0.8,3,0.2,0.3,1.3,0.1,22.6,0.5,51.3,16.1,1.8,0.1,0.1,2.7,0,0.3,0.1,26.2,133.2,0.2,0.2,0.4,0,0,0.1,0.1,3.9,1.2,3,0.6,0.4,0.2,0,41.5,0,0.4,0.4,-1.2,0,0.1,126.8,0,448.8
"DOM_09",52.9,114.4,11.3,22.5,8,0,0.6,1.6,7.6,1.5,3.1,1.5,0.2,0.2,0,0,4.8,0,0,1.4,35.5,84.6,0.1,22.7,0,0,0,0,0.1,0,3.1,5.8,2.2,0.1,0.1,0,0,0,239.3,0,0.1,0,0,74.2,0,699.6
"DOM_10T12",1153.3,1,0.3,0.3,3069.3,8.1,3.3,9.8,11.4,117,12.5,3.5,1,3.7,1.5,2.1,8.2,0.5,1.4,10.1,24.4,31.3,104.4,74.5,1064.4,7.9,1.7,4.3,14,13.2,69.4,145.5,74.8,203.2,187.9,0,5864.8,0.8,591.5,64,31.5,0,187.7,12860.6,0,26040.1
"DOM_13T15",5.6,0.2,0,0.1,11.1,38.7,0.8,1.5,0.2,3.4,2.5,0.5,0.3,1.5,1.1,0.6,4.1,0.6,0.8,23.4,1.7,7.8,7.2,8.4,4.1,0.7,0.4,0.3,1,3.2,3,5,1.9,6.1,3.3,0,539.5,0,25,23.1,-6.3,0,52.3,929.9,0,1714.6
"DOM_16",7.7,0.7,0.5,0.3,17.4,1,167.9,5,0.2,4.4,7.5,7.7,0.7,16,6.3,3.3,14.4,3.6,4.7,113.7,44.5,870.4,6.5,3.6,6.6,0.8,0.6,0.5,0.6,1.2,12.1,2.3,1.7,2.4,8.9,0,168.9,0,3.5,34.7,11.7,0,5.3,512.3,0,2081.9
"DOM_17T18",9.8,1.3,1.5,0.3,158,11.3,10.6,423.3,1.3,29.1,32.2,20,1.7,23.6,12.7,11.1,22.7,2.2,1.4,17.8,25.8,13.2,120.6,28.3,26.9,128,24.6,26.2,58,24.7,258.7,60.1,47,24,47.1,0,382.3,0,142.5,443.3,-6.6,0,23.7,867.2,0,3557.4
"DOM_19",120.1,0.8,5.9,3.5,31.9,4.5,4.2,3,88.6,14.9,6,37.8,14.2,21,1.3,1.8,10.4,1.1,1.5,8.2,58.9,198.8,60.3,2584.1,9.4,2.4,2,2,5.7,10.4,34.4,42,10.8,8.2,10.6,0,1126.5,0,0,0.1,3,0,34.6,2432.1,0,7017.3
"DOM_20T21",99.7,5.4,1.9,1.1,82.5,27.1,8.7,17.4,21,464.8,132.4,18.1,10.8,25,13,16.6,75.7,3.8,5.2,64,19.2,64.1,32.1,38.5,22.5,19.3,10.3,12.9,20.8,12.9,93.2,70.8,41.5,97.8,31.6,0,941.8,0,2157.2,893.2,1.4,0,48.5,11872.8,0,17596.6
