"","D01T03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20T21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35T39","D41T43","D45T47","D49T53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T82","D84","D85","D86T88","D90T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01T03",756.1,0.4,0.1,0,4897,66.4,192.4,49.2,1.3,136.2,17.1,2.3,12.5,0.6,0.1,0.1,0.3,0.7,0.1,11.1,5.2,3.9,105.2,1.7,163.3,0.4,0.5,1,1.1,5.5,41,28.7,12.8,32.5,13.3,0,2783.1,0,4.4,117.5,-2.5,0,55.7,1555.6,0,11073.8
"DOM_05T06",0,0.1,0,0,0.3,0,0,0.1,24.1,1.7,0,1,18.2,0.1,0,0,0,0,0,0,12.3,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0.2,0,0,4,0,0,0,-2.2,0,0,334.6,0,394.9
"DOM_07T08",0.1,0,0.7,0,1.4,0.1,0.1,0.6,1.3,20.1,0.2,30.1,35.8,0.4,0.1,0.2,0.2,0.3,0,0.8,0.6,56.6,3,1,0.3,0.2,0.2,0.1,0.1,1.2,1.3,0.8,0.1,0.5,0.1,0,8.7,0,0.1,0.7,2.2,0,0,279.1,0,449.6
"DOM_09",0.7,0.3,0.2,0,0.3,0,0,0.1,0.4,0.1,0.1,0.1,0,0,0,0,0.1,0,0,0,0.9,2.5,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,6.2,0,0,0,0,21.2,0,33.6
"DOM_10T12",1058.9,0.3,0.4,0,5628.1,37.1,10.2,34.1,62.1,466,18.1,18.3,23.6,17.5,5.7,8.2,13.2,16.8,2.9,21.2,59.2,139.6,605.5,95.1,2305,37.1,36.3,17.5,34.4,34.4,313.6,206.8,88.7,520.5,296.3,0,12134.5,5.9,666.5,99.8,59.9,0,265.2,19318.9,0,44783.4
"DOM_13T15",5.1,0.3,0.1,0,40.2,715.5,6.2,27.1,11.5,98.2,35.2,12.6,8.5,13.7,2.4,2.7,4.6,41,3.7,77.5,12.4,82.9,133.1,19,18.5,7.7,6.2,3.7,3,4.4,52.2,27.5,7.5,65.9,22.4,0,1336.5,0,20.1,36.1,5.2,0,84.8,4299.1,0,7354.2
"DOM_16",1.5,0.9,0.7,0,25.4,5.1,526.6,48.4,13.6,44.7,10.1,31.8,11.2,35.9,3,6.9,14,23.2,2.2,233,10.2,1103.5,69.1,26.1,11.1,2,2.4,1.2,1.4,88,53.3,11.1,9.8,8.3,19.9,0,236.6,0,8.8,20.2,-1.6,0,9.4,1239.2,0,3968.5
"DOM_17T18",8.1,0.5,1.4,0,288,32.5,23.6,1279.6,60.1,218.6,35.2,56,29.7,43.4,12.5,18.3,29.8,25.6,4.4,37.4,120.9,115.4,490.3,148.4,53.4,622,91,147.8,320.2,68.3,916,228,217.8,217.3,252.4,0,403,0,26.1,42.7,0.9,0,25.1,2738.8,0,9450.7
"DOM_19",408.4,10.3,18.6,1.2,291.2,86.8,51.8,94.5,3331.9,2079.1,128.6,281.9,715.7,130.2,18.8,41.5,68.7,54.3,19.1,84.1,843.7,1086.3,756.7,2620.8,93.7,40.7,64.6,82.2,168.4,142.1,724.5,278.8,90.6,317.3,159.6,0,3776.2,0,29.5,178.4,39.3,0,77.5,10712.1,0,30199.8
"DOM_20T21",368.6,4.8,5.7,0.4,394.7,290.7,87.7,250.8,1000.9,5035.2,660.2,226.6,453.8,206,49.6,91.8,98.6,116.7,20.2,122.7,209.4,652.7,641.1,208.3,97.7,66.6,52.9,51.3,78.4,94.4,617.9,95.7,55.3,453.8,151.3,0,2870.4,0.5,321.4,427.4,31.2,0,78.6,31681.8,0,48423.9
