"","D01T03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20T21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35T39","D41T43","D45T47","D49T53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T82","D84","D85","D86T88","D90T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01T03",682.9,0.3,0,0.1,3404.4,99.4,0,12.4,0,113.6,39.8,0,0.1,0,0,0,0,0.1,0,1.3,0,9.6,400.2,3.3,51.4,0,0.1,0,0,0.7,60.1,28.7,85.1,27.7,1.2,0,8784.2,0,0,0,0.1,0,34.9,165.6,0,14007.5
"DOM_05T06",1.1,1384.4,0.2,139.6,331,0.3,0.2,20.1,6877.7,4894.3,0.7,1.7,452.7,1,0,0.4,0.5,0.3,8.8,14.2,5012.6,8.5,6.2,23.8,91.5,1.4,50.2,0.2,1.5,41.5,247,8.8,2.7,539.5,22.8,0,1986.5,33,663.7,10.4,-103.4,0,3.4,170174.3,0,192955.5
"DOM_07T08",0.5,0.1,33.7,0.7,2.5,0.1,0,3.7,0,129.9,0.2,531.6,408,3.4,0,0.7,0,0.1,0.3,1.3,1.6,316.9,1.3,1.2,0.1,0,0,0,0,1.5,3.5,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,105.8,0,1549.3
"DOM_09",1.1,401.4,4.5,0.5,0.2,0,0,0.1,0,0.1,0.2,0.3,0,0,0,0,0.1,0,0,0,0.5,8.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,38.4,0,0,0,0,2.5,0,459.3
"DOM_10T12",704.9,4.6,0.9,0.1,1849.1,64.8,1.3,14.3,1,101.7,4.5,7.6,0.6,2,0,0.7,0.8,0.4,0.5,2.9,4.2,45.7,71.6,16.3,401.4,0.4,1.5,0.3,1.2,1.5,85,50,133,211.3,21.4,0,9785.9,1.6,1609.2,0.7,3.5,0,152.1,1042.9,0,16402.9
"DOM_13T15",1.6,5.8,0,0.5,5.7,606.4,0.6,8.8,0,17.7,4.6,2.4,1.9,0.1,0,0.2,0.6,1.3,3.4,4.6,2.5,23.3,7.3,7.9,3.9,0.3,2.1,0,0,0.4,44.8,8.9,10.3,121.5,6.8,0,2459.2,0,0,53,22.9,0,78.8,371.8,0,3891.6
"DOM_16",5.7,0.2,3.9,0.1,4.1,8.2,131.2,41.1,0,10.9,2.7,18.1,0.6,2.4,0,1.1,0.8,0.4,1.5,56.5,0.7,294.7,5.8,12.3,0.9,0.1,0.7,0,0,8.3,15.2,0.5,0.3,1.7,7.2,0,60.8,0,0,34.3,10.5,0,3.8,38.7,0,786.1
"DOM_17T18",9.4,81.7,10.7,0.1,116.6,19.7,7.3,880.1,2.1,85.8,18.2,41.2,4.4,10.5,0.9,4.9,6.8,3.2,0.9,13,21.4,95.4,198.3,36.5,12.2,85.6,73.3,5.9,17.1,9.2,388.9,89.3,477.4,138.5,15.5,0,1112.5,0,441.5,19.4,8,0,15.1,489.9,0,5068.4
"DOM_19",37.9,44.8,22.9,5.6,70.5,3.8,4.6,15,28.7,637.9,8.3,44.9,108.6,1.1,0,0.5,1.8,0.3,2.5,10.6,74,46.8,28.8,408,11.1,0.9,25.6,0,0.2,11.9,153.1,22.3,125,111.7,5.4,0,823.7,0,0,0,130.1,0,51.7,15007.7,0,18088.6
"DOM_20T21",110.9,448.3,24.3,0.6,23.5,31.2,9.4,60.4,14.3,793.6,237.4,97.3,29.1,31,0.9,18.1,10.7,7.2,2.4,19.3,12.6,203.2,25.9,7.2,1.6,0.6,0.7,0.1,0.2,3.1,42,4.4,26.3,87.4,8.4,0,562,0,418.8,21,36.8,0,25.8,10409.5,0,13867.5
